============================= test session starts ==============================
platform darwin -- Python 3.11.8, pytest-8.4.0, pluggy-1.6.0 -- /Users/nicholasbaro/Python/semant/venv/bin/python3.11
cachedir: .pytest_cache
rootdir: /Users/nicholasbaro/Python/semant
configfile: pytest.ini
plugins: anyio-4.9.0, cov-4.1.0, langsmith-0.3.43, mock-3.12.0, asyncio-1.0.0
asyncio: mode=Mode.AUTO, asyncio_default_fixture_loop_scope=function, asyncio_default_test_loop_scope=function
2025-06-09 21:22:19.721 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for corporateknowledgeagent_975de68d
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.721 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent vertexemailagent_62b7179f with capabilities: set()
2025-06-09 21:22:19.721 | INFO     | vertex_email_agent:initialize:19 - Vertex Email Agent initialized (simulation)
2025-06-09 21:22:19.721 | INFO     | vertex_email_agent:initialize:19 - Vertex Email Agent initialized (simulation)
2025-06-09 21:22:19.721 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for vertexemailagent_62b7179f
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.PATTERN_ANALYSIS@1.0
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.STATIC_ANALYSIS@1.0
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.CODE_SMELL_DETECTION@1.0
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.CODE_QUALITY@1.0
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.CODE_REVIEW@1.0
2025-06-09 21:22:19.721 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent codereviewagent_b326f279 with capabilities: {Capability(type=static_analysis, version=1.0, parameters={}, metadata={}), Capability(type=pattern_analysis, version=1.0, parameters={}, metadata={}), Capability(type=code_smell_detection, version=1.0, parameters={}, metadata={}), Capability(type=code_quality, version=1.0, parameters={}, metadata={}), Capability(type=code_review, version=1.0, parameters={}, metadata={})}
2025-06-09 21:22:19.721 | INFO     | agents.core.scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.721 | INFO     | code_review_agent:initialize:48 - Code Review Agent initialized
2025-06-09 21:22:19.721 | INFO     | agents.core.scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.721 | INFO     | code_review_agent:initialize:48 - Code Review Agent initialized
2025-06-09 21:22:19.721 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for codereviewagent_b326f279
2025-06-09 21:22:19.721 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.721 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent scientificswarmagent_a323e8e1 with capabilities: set()
2025-06-09 21:22:19.721 | INFO     | agents.core.scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.721 | INFO     | agents.core.scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.721 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for scientificswarmagent_a323e8e1
2025-06-09 21:22:19.721 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../domain/simple_agents.py: Agent not initialized. Call initialize() first.
2025-06-09 21:22:19.722 | DEBUG    | agents.core.agent_registry:initialize:401 - AgentRegistry initialized
2025-06-09 21:22:19.722 | INFO     | agents.core.agent_integrator:initialize:20 - Agent registry initialized successfully
2025-06-09 21:22:19.722 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.722 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.DATA_PROCESSING@1.0
2025-06-09 21:22:19.722 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent test_agent with capabilities: {Capability(type=data_processing, version=1.0, parameters={}, metadata={})}
----------------------------- Captured stderr call -----------------------------
2025-06-09 21:22:19.722 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for test_agent
2025-06-09 21:22:19.722 | INFO     | agents.core.agent_integrator:register_agent:51 - Registered agent: test_agent
--------------------------- Captured stderr teardown ---------------------------
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:109 - Starting WorkflowNotifier cleanup
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:_process_notifications:77 - Notification processor cancelled
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:125 - WorkflowNotifier cleanup completed
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:417 - AgentRegistry cleaned up
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:109 - Starting WorkflowNotifier cleanup
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:125 - WorkflowNotifier cleanup completed
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:cleanup:417 - AgentRegistry cleaned up
2025-06-09 21:22:19.724 | INFO     | agents.core.agent_registry:shutdown:783 - AgentRegistry shut down
____________________________ test_broadcast_message ____________________________

integrator = <agents.core.agent_integrator.AgentIntegrator object at 0x132402450>
mock_agent = <tests.utils.test_agents.MockAgent object at 0x126589cd0>

    @pytest.mark.asyncio
    async def test_broadcast_message(integrator, mock_agent):
        """Test broadcasting a message to all agents."""
        await integrator.register_agent(mock_agent)
        message = AgentMessage(
            sender_id="sender",
            recipient_id="all",
            content={"test": "data"},
            timestamp=time.time(),
            message_type="test"
        )
        responses = await integrator.broadcast_message(message)
>       assert len(responses) == 1
E       assert 13 == 1
E        +  where 13 = len([AgentMessage(message_id='49fb237d-8ea0-455c-887c-3dbe206ef6d7', sender_id='scientificswarmagent_8dbc3434', recipient_id='sender', content="Agent scientificswarmagent_8dbc3434 processed: {'test': 'data'}", message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755476), metadata=None), AgentMessage(message_id='1f9afebb-a952-4c76-ab35-a83949fa2337', sender_id='sensoragent_a8a9565b', recipient_id='sender', content={'error': 'Missing sensor_id or reading.'}, message_type='sensor_response', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755456), metadata=None), AgentMessage(message_id='7cc848bb-341c-47f6-b17e-1cc743fa2639', sender_id='agenticpromptagent_f4a704a5', recipient_id='sender', content={'status': 'unknown_message_type', 'original_type': 'test'}, message_type='error_response', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755456), metadata=None), AgentMessage(message_id='a0f8a76d-8727-4d5f-8769-9eaa8160b180', sender_id='dataprocessoragent_8eb29a71', recipient_id='sender', content={'error': 'No data provided.'}, message_type='data_processor_response', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755456), metadata=None), <agents.core.base_agent.AgentMessage object at 0x12667ecd0>, <agents.core.base_agent.AgentMessage object at 0x13244c490>, AgentMessage(message_id='38bfc433-b54a-4a50-aa7b-7dc532f84229', sender_id='codereviewagent_74524312', recipient_id='sender', content="Code Review Agent codereviewagent_74524312 processed: {'test': 'data'}", message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755540), metadata=None), AgentMessage(message_id='86c3e23a-d973-4e7a-a03e-08d185cce42c', sender_id='scientificswarmagent_014075fd', recipient_id='sender', content="Agent scientificswarmagent_014075fd processed: {'test': 'data'}", message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755551), metadata=None), AgentMessage(message_id='0f5ba4aa-d5a6-44b5-9e7d-64b797480a6e', sender_id='corporateknowledgeagent_eab68eb5', recipient_id='sender', content={'status': 'error', 'message': 'Unknown message type'}, message_type='error_response', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755456), metadata=None), AgentMessage(message_id='c2b8fb1b-5dcc-4226-b9f2-0b323388c964', sender_id='vertexemailagent_93a45d95', recipient_id='sender', content={'message': "Agent vertexemailagent_93a45d95 processed: {'test': 'data'}"}, message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755569), metadata=None), AgentMessage(message_id='66020689-f83f-4b4f-b818-9f2e0169c0d3', sender_id='codereviewagent_6b2f2212', recipient_id='sender', content="Code Review Agent codereviewagent_6b2f2212 processed: {'test': 'data'}", message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755577), metadata=None), AgentMessage(message_id='d71e5bcf-3e90-44ab-a86d-7ae785faddd3', sender_id='scientificswarmagent_b19020c7', recipient_id='sender', content="Agent scientificswarmagent_b19020c7 processed: {'test': 'data'}", message_type='test', timestamp=datetime.datetime(2025, 6, 9, 21, 22, 19, 755585), metadata=None), <agents.core.base_agent.AgentMessage object at 0x13244f850>])

tests/test_agent_integrator.py:97: AssertionError
---------------------------- Captured stderr setup -----------------------------
2025-06-09 21:22:19.725 | DEBUG    | kg.models.graph_manager:initialize:239 - Knowledge graph initialized
2025-06-09 21:22:19.726 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.726 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent scientificswarmagent_8dbc3434 with capabilities: set()
2025-06-09 21:22:19.726 | INFO     | scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.726 | INFO     | scientific_swarm_agent:initialize:35 - Scientific Swarm Agent initialized
2025-06-09 21:22:19.726 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for scientificswarmagent_8dbc3434
2025-06-09 21:22:19.728 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/remote_kg_agent.py: expected an indented block after function definition on line 80 (remote_kg_agent.py, line 82)
2025-06-09 21:22:19.728 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/agent_integrator.py: attempted relative import with no known parent package
2025-06-09 21:22:19.729 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/multi_agent.py: MultiAgent.__init__() missing 2 required positional arguments: 'capabilities' and 'sub_agents'
2025-06-09 21:22:19.729 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/feature_z_agent.py: expected an indented block after function definition on line 50 (feature_z_agent.py, line 52)
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.MESSAGE_PROCESSING@1.0
2025-06-09 21:22:19.732 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent sensoragent_a8a9565b with capabilities: {Capability(type=message_processing, version=1.0, parameters={}, metadata={})}
2025-06-09 21:22:19.732 | INFO     | sensor_agent:initialize:20 - Sensor Agent initialized
2025-06-09 21:22:19.732 | INFO     | sensor_agent:initialize:20 - Sensor Agent initialized
2025-06-09 21:22:19.732 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for sensoragent_a8a9565b
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.KNOWLEDGE_GRAPH_UPDATE@1.0
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.KNOWLEDGE_GRAPH_QUERY@1.0
2025-06-09 21:22:19.732 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.CODE_REVIEW@1.0
2025-06-09 21:22:19.732 | DEBUG    | agents.core.base_agent:initialize:104 - Initialized agent agenticpromptagent_f4a704a5 with capabilities: {Capability(type=knowledge_graph_update, version=1.0, parameters={}, metadata={}), Capability(type=knowledge_graph_query, version=1.0, parameters={}, metadata={}), Capability(type=code_review, version=1.0, parameters={}, metadata={})}
2025-06-09 21:22:19.732 | INFO     | agentic_prompt_agent:initialize:49 - Agentic Prompt Agent initialized
2025-06-09 21:22:19.732 | INFO     | agentic_prompt_agent:initialize:49 - Agentic Prompt Agent initialized
2025-06-09 21:22:19.732 | DEBUG    | agents.core.agent_registry:notify_agent_registered:183 - Notified agent registration for agenticpromptagent_f4a704a5
2025-06-09 21:22:19.733 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/ttl_validation_agent.py: expected an indented block after function definition on line 40 (ttl_validation_agent.py, line 42)
2025-06-09 21:22:19.733 | INFO     | research_agent:initialize:25 - Research Agent initialized
2025-06-09 21:22:19.733 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/research_agent.py: Agent not initialized. Call initialize() first.
2025-06-09 21:22:19.733 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/workflow_monitor.py: attempted relative import with no known parent package
2025-06-09 21:22:19.733 | ERROR    | agents.core.agent_registry:_auto_discover_agents:372 - Error discovering agents in /Users/nicholasbaro/Python/semant/agents/core/../core/supervisor_agent.py: SupervisorAgent.__init__() missing 2 required positional arguments: 'registry' and 'knowledge_graph'
2025-06-09 21:22:19.734 | DEBUG    | agents.core.capability_types:initialize:133 - CapabilitySet initialized
2025-06-09 21:22:19.734 | DEBUG    | agents.core.capability_types:add:162 - Added capability: CapabilityType.MESSAGE_PROCESSING@1.0
